id,question,generated,reference,retrieved_context,answerable,rouge1,rouge2,rougeL,exact_match,bertscore_P,bertscore_R,bertscore_F1,faith_score,hallucinated,src_faith,src_halluc
259,What is another term for the the string of a problem question?,groups,unanswerable,"[Passage 1]
Word problem for groups

[Passage 2]
Word problem for groups

[Passage 3]
Word problem for groups

[Passage 4]
Word problem for groups

[Passage 5]
Word problem for groups",False,0.0,0.0,0.0,0,0.32582,0.27512652,0.29833508,0.003604608355090022,True,0.43931326270103455,False
260,What is represented by non-binary notation in the encoding of mathematical objects?,unanswerable,unanswerable,"[Passage 1]
Binary-coded decimal

[Passage 2]
Binary-coded decimal

[Passage 3]
Binary-coded decimal

[Passage 4]
Binary-coded decimal

[Passage 5]
Binary-coded decimal",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0008111005881801248,True
261,How can graphs be encoded indirectly?,unanswerable,unanswerable,"[Passage 1]
Character encoding

[Passage 2]
Character encoding

[Passage 3]
Character encoding

[Passage 4]
Run-length encoding

[Passage 5]
Run-length encoding",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0013607018627226353,True
262,What kind of problems are one of the main topics studied in computational complexity theory?,one of the main topics studied in computational complexity theory,Decision problems,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",True,0.0,0.0,0.0,0,0.47568965,0.48223165,0.4789383,0.0023320550099015236,True,0.03687440603971481,True
263,What are the two simple word responses to a decision problem?,yes or no,yes or no,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",True,1.0,1.0,1.0,1,1.0,1.0,1.0,0.9835143089294434,False,0.014762106351554394,True
264,What are the two integer responses to a decision problem?,yes or no,1 or 0,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",True,0.3333333333333333,0.0,0.3333333333333333,0,0.69713974,0.69713974,0.69713974,0.25791841745376587,True,0.014762106351554394,True
265,What will the output be for a member of the language of a decision problem?,a member of the language,yes,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",True,0.0,0.0,0.0,0,0.289719,0.54495126,0.3783116,0.8090084791183472,False,0.9832152724266052,False
266,What answer denotes that an algorithm has accepted an input string?,unanswerable,yes,"[Passage 1]
String (computer science)

[Passage 2]
String (computer science)

[Passage 3]
String (computer science)

[Passage 4]
String (computer science)

[Passage 5]
String (computer science)",True,0.0,0.0,0.0,0,0.27107632,0.5526965,0.36374816,0.00016191253962460905,True,0.009872854687273502,True
267,What kind of solutions are one of the central objects of study in computational complexity theory?,one of the central objects of study in computational complexity theory,unanswerable,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",False,0.0,0.0,0.0,0,0.3978431,0.3513854,0.3731739,0.0013396905269473791,True,0.08526560664176941,True
268,What is a typical type of computational problem whose answer is either yer or no?,yes or no,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,0.0,0.0,0.0,0,0.32602474,0.33334363,0.32964355,0.004037193022668362,True,0.021240564063191414,True
269,What can be viewed as an informal language where the language instances whose input is yes?,unanswerable,unanswerable,"[Passage 1]
Formal language

[Passage 2]
Formal language

[Passage 3]
Formal language

[Passage 4]
Formal language

[Passage 5]
Formal language",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.003132629208266735,True
270,What are the three integer responses to a decision problem?,"yes, no and maybe",unanswerable,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",False,0.0,0.0,0.0,0,0.29235566,0.32472378,0.3076908,0.0002897657686844468,True,0.0021644593216478825,True
271,What answer denotes that a solution has accepted an input string?,unanswerable,unanswerable,"[Passage 1]
Solution

[Passage 2]
Solution

[Passage 3]
Solution

[Passage 4]
Solution

[Passage 5]
Solution",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0024628276005387306,True
272,What kind of graph is an example of an input used in a decision problem?,unanswerable,arbitrary graph,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",True,0.0,0.0,0.0,0,0.52530354,0.53294814,0.5290982,0.05913955718278885,True,0.000666550942696631,True
273,What is the term for the set of all connected graphs related to this decision problem?,unanswerable,formal language,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",True,0.0,0.0,0.0,0,0.36181587,0.38838804,0.37463135,0.0004605538852047175,True,0.000666550942696631,True
274,What encoding decision needs to be made in order to determine an exact definition of the formal language?,unanswerable,how graphs are encoded as binary strings,"[Passage 1]
Formal language

[Passage 2]
Formal language

[Passage 3]
Formal language

[Passage 4]
Formal language

[Passage 5]
Formal language",True,0.0,0.0,0.0,0,0.33613074,0.39989147,0.36524934,0.0003102224145550281,True,0.003132629208266735,True
275,What type of graph is an example of an output used in a decision problem?,unanswerable,unanswerable,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.000666550942696631,True
276,What is the term for the set of all unconnected graphs related to this decision problem?,unanswerable,unanswerable,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.000666550942696631,True
277,What encoding decision needs to be made in order to determine an inaccurate definition of the formal language? ,unanswerable,unanswerable,"[Passage 1]
Formal language

[Passage 2]
Formal language

[Passage 3]
Formal language

[Passage 4]
Formal language

[Passage 5]
Formal language",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.003132629208266735,True
278,How does one obtain an indefinite definition of this language?,unanswerable,unanswerable,"[Passage 1]
Interpreted language

[Passage 2]
Interpreted language

[Passage 3]
Interpreted language

[Passage 4]
Interpreted language

[Passage 5]
Interpreted language",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0016290020430460572,True
279,A function problem is an example of what?,unanswerable,a computational problem,"[Passage 1]
Examples of differential equations

[Passage 2]
Examples of differential equations

[Passage 3]
Examples of differential equations

[Passage 4]
Examples of differential equations

[Passage 5]
Examples of differential equations",True,0.0,0.0,0.0,0,0.40675187,0.49326736,0.4458514,0.0008734848815947771,True,0.000968222098890692,True
280,How many outputs are expected for each input in a function problem?,unanswerable,a single output,"[Passage 1]
Theory of computation

[Passage 2]
Theory of computation

[Passage 3]
Theory of computation

[Passage 4]
Theory of computation

[Passage 5]
Theory of computation",True,0.0,0.0,0.0,0,0.46248657,0.45198613,0.45717606,0.00031594402389600873,True,0.001445548958145082,True
281,The traveling salesman problem is an example of what type of problem?,optimization problem,A function problem,"[Passage 1]
Travelling salesman problem

[Passage 2]
Travelling salesman problem

[Passage 3]
Travelling salesman problem

[Passage 4]
Travelling salesman problem

[Passage 5]
Travelling salesman problem",True,0.4,0.0,0.4,0,0.73762596,0.7015642,0.7191433,0.0025941680651158094,True,0.00026200892170891166,True
282,"In addition to the traveling salesman problem, what is another example of a function problem?",unanswerable,the integer factorization problem,"[Passage 1]
Travelling salesman problem

[Passage 2]
Travelling salesman problem

[Passage 3]
Travelling salesman problem

[Passage 4]
Travelling salesman problem

[Passage 5]
Travelling salesman problem",True,0.0,0.0,0.0,0,0.38961935,0.47243634,0.42704976,0.0008978047408163548,True,0.0008775871829129755,True
283,Is the output of a functional problem typically characterized by a simple or complex answer?,simple,complex,"[Passage 1]
Functional decomposition

[Passage 2]
Functional decomposition

[Passage 3]
Functional decomposition

[Passage 4]
Functional decomposition

[Passage 5]
Functional decomposition",True,0.0,0.0,0.0,0,0.65210634,0.65210634,0.65210634,0.0005005625425837934,True,0.015760233625769615,True
284,What is a computational solution where a single input is expected for every input?,unanswerable,unanswerable,"[Passage 1]
Computation

[Passage 2]
Computation

[Passage 3]
Computation

[Passage 4]
Computation

[Passage 5]
Computation",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0013651419430971146,True
285,What is expected where a computational problems offers multiple outputs are expected for every input?,unanswerable,unanswerable,"[Passage 1]
Computation

[Passage 2]
Computation

[Passage 3]
Computation

[Passage 4]
Computation

[Passage 5]
Computation",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0013651419430971146,True
286,What is a function solution an example of?,differential equations,unanswerable,"[Passage 1]
Solution

[Passage 2]
Examples of differential equations

[Passage 3]
Examples of differential equations

[Passage 4]
Examples of differential equations

[Passage 5]
Examples of differential equations",False,0.0,0.0,0.0,0,0.53649306,0.40887076,0.46406755,0.0020307775121182203,True,0.6965579986572266,False
287,What are other irrelevant examples of a function problem>,unanswerable,unanswerable,"[Passage 1]
Examples of differential equations

[Passage 2]
Examples of differential equations

[Passage 3]
Examples of differential equations

[Passage 4]
Examples of differential equations

[Passage 5]
Examples of differential equations",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.000968222098890692,True
288,Is the output of a functional solution typically characterized by a simple or complex answer?,complex,unanswerable,"[Passage 1]
Functional decomposition

[Passage 2]
Functional decomposition

[Passage 3]
Functional decomposition

[Passage 4]
Functional decomposition

[Passage 5]
Functional decomposition",False,0.0,0.0,0.0,0,0.36788458,0.32409394,0.34460366,0.02216803841292858,True,0.07117139548063278,True
289,How can function problems typically be restated?,unanswerable,decision problems,"[Passage 1]
Functional programming

[Passage 2]
Functional programming

[Passage 3]
Functional programming

[Passage 4]
Functional programming

[Passage 5]
Functional programming",True,0.0,0.0,0.0,0,0.46363428,0.46931884,0.46645924,0.008355405181646347,True,0.0016335989348590374,True
290,"If two integers are multiplied and output a value, what is this expression set called?",unanswerable,set of triples,"[Passage 1]
Multiplication

[Passage 2]
Multiplication

[Passage 3]
Multiplication

[Passage 4]
Multiplication

[Passage 5]
Multiplication",True,0.0,0.0,0.0,0,0.33617133,0.5331486,0.41234365,0.0023692594841122627,True,0.007541208062320948,True
291,What can not be restated as decision problems?,unanswerable,unanswerable,"[Passage 1]
Decision problem

[Passage 2]
Decision problem

[Passage 3]
Decision problem

[Passage 4]
Decision problem

[Passage 5]
Decision problem",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.000666550942696631,True
292,What is the expression set called where three integers are multiplied?,triple product,unanswerable,"[Passage 1]
Multiplication

[Passage 2]
Multiplication

[Passage 3]
Multiplication

[Passage 4]
Multiplication

[Passage 5]
Multiplication",False,0.0,0.0,0.0,0,0.4217765,0.42913005,0.4254215,0.0009000701829791069,True,0.6028004288673401,False
293,What corresponds to solving the problem of multiplying three numbers/,unanswerable,unanswerable,"[Passage 1]
Multiplication

[Passage 2]
Multiplication

[Passage 3]
Multiplication

[Passage 4]
Multiplication

[Passage 5]
Multiplication",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.007541208062320948,True
294,What is a commonly used measurement used to determine the complexity of a computational problem?,computational complexity,how much time the best algorithm requires to solve the problem,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",True,0.0,0.0,0.0,0,0.6409566,0.49987978,0.56169534,0.003988845739513636,True,0.9162806272506714,False
295,What is one variable on which the running time may be contingent?,unanswerable,the instance,"[Passage 1]
Random variable

[Passage 2]
Random variable

[Passage 3]
Random variable

[Passage 4]
Random variable

[Passage 5]
Random variable",True,0.0,0.0,0.0,0,0.33912978,0.35746455,0.34805587,0.011739997193217278,True,0.0012534301495179534,True
296,How is the time needed to obtain the solution to a problem calculated?,unanswerable,as a function of the size of the instance,"[Passage 1]
Solution

[Passage 2]
Solution

[Passage 3]
Solution

[Passage 4]
Solution

[Passage 5]
Solution",True,0.0,0.0,0.0,0,0.36865205,0.43695682,0.39990878,0.00013579193910118192,True,0.0024628276005387306,True
297,In what unit is the size of the input measured?,unanswerable,bits,"[Passage 1]
Measurement

[Passage 2]
Measurement

[Passage 3]
Measurement

[Passage 4]
Measurement

[Passage 5]
Measurement",True,0.0,0.0,0.0,0,0.3019609,0.39434233,0.34202328,0.1073344275355339,True,0.004555120598524809,True
298,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,scale of algorithms,an increase in the input size,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",True,0.0,0.0,0.0,0,0.4604751,0.5215627,0.48911893,0.004401280079036951,True,0.0033347774296998978,True
299,How does one measure the simplicity of a computational problem?,unanswerable,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0009421533904969692,True
300,What is one variable which the running of time be not be contingent?,unanswerable,unanswerable,"[Passage 1]
Random variable

[Passage 2]
Random variable

[Passage 3]
Random variable

[Passage 4]
Random variable

[Passage 5]
Random variable",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0012534301495179534,True
301,How is the time needed to obtain the question to a problem calculated?,unanswerable,unanswerable,"[Passage 1]
Economic calculation problem

[Passage 2]
Economic calculation problem

[Passage 3]
Economic calculation problem

[Passage 4]
Economic calculation problem

[Passage 5]
Economic calculation problem",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0009772672783583403,True
302,What is  interested in how algorithms scale with a decrease in the input size?,unanswerable,unanswerable,"[Passage 1]
Analysis of algorithms

[Passage 2]
Analysis of algorithms

[Passage 3]
Analysis of algorithms

[Passage 4]
Analysis of algorithms

[Passage 5]
Analysis of algorithms",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0016014209249988198,True
303,How is time not required to solve a problem calculated?,unanswerable,unanswerable,"[Passage 1]
Time constraint

[Passage 2]
Time constraint

[Passage 3]
Time constraint

[Passage 4]
Solution

[Passage 5]
Solution",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0036057946272194386,True
304,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Papadimitriou,Cobham's thesis,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",True,0.0,0.0,0.0,0,0.624607,0.66695225,0.6450855,0.0004344055778346956,True,0.0035754863638430834,True
305,"If input size is is equal to n, what can respectively be assumed is the function of n?",unanswerable,the time taken,"[Passage 1]
Elementary function

[Passage 2]
Elementary function

[Passage 3]
Elementary function

[Passage 4]
Elementary function

[Passage 5]
Elementary function",True,0.0,0.0,0.0,0,0.3289547,0.33669597,0.33278033,0.006340743508189917,True,0.0009769797325134277,True
306,What term corresponds to the maximum measurement of time across all functions of n? ,unanswerable,worst-case time complexity,"[Passage 1]
Time signature

[Passage 2]
Time signature

[Passage 3]
Time signature

[Passage 4]
Time signature

[Passage 5]
Time signature",True,0.0,0.0,0.0,0,0.37959176,0.45823652,0.41522303,0.006346752867102623,True,0.002634533680975437,True
307,How is worst-case time complexity written as an expression?,unanswerable,T(n),"[Passage 1]
Irreducible complexity

[Passage 2]
Irreducible complexity

[Passage 3]
Irreducible complexity

[Passage 4]
Irreducible complexity

[Passage 5]
Irreducible complexity",True,0.0,0.0,0.0,0,0.2675739,0.38779634,0.3166582,0.0035979405511170626,True,0.0035593395587056875,True
308,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",unanswerable,polynomial time algorithm,"[Passage 1]
Polynomial

[Passage 2]
Polynomial

[Passage 3]
Polynomial

[Passage 4]
Polynomial

[Passage 5]
Polynomial",True,0.0,0.0,0.0,0,0.4265262,0.5070094,0.46329844,0.0001354570413241163,True,0.0009884830797091126,True
309,How is time taken expressed as a function of x?,unanswerable,unanswerable,"[Passage 1]
Exponential function

[Passage 2]
Exponential function

[Passage 3]
Exponential function

[Passage 4]
Exponential function

[Passage 5]
Exponential function",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.000613922777120024,True
310,Whose hypothesis states the the solution to a problem is solvable with reasonable resources assuming it allows for monoinomial time algorithm?,Sipser,unanswerable,"[Passage 1]
Solution

[Passage 2]
Solution

[Passage 3]
Solution

[Passage 4]
Solution

[Passage 5]
Solution",False,0.0,0.0,0.0,0,0.44031978,0.3687613,0.40137607,0.005475801415741444,True,0.0209615807980299,True
311,What term corresponds to the minimum measurement of the time across all functions of n?,unanswerable,unanswerable,"[Passage 1]
Time signature

[Passage 2]
Time signature

[Passage 3]
Time signature

[Passage 4]
Time signature

[Passage 5]
Time signature",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.002634533680975437,True
312,How is best-case time complexity written as an expression?,O(n),unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,0.0,0.0,0.0,0,0.3910041,0.29444143,0.33592108,0.027221187949180603,True,0.005886627361178398,True
313,What is the term given to the corresponding algorithm assuming that T represents a mononominal in T(n)?,unanswerable,unanswerable,"[Passage 1]
Algorithm

[Passage 2]
Algorithm

[Passage 3]
Algorithm

[Passage 4]
Algorithm

[Passage 5]
Algorithm",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0005369357531890273,True
314,What is the term for a mathematical model that theoretically represents a general computing machine?,unanswerable,A Turing machine,"[Passage 1]
Mathematical model

[Passage 2]
Mathematical model

[Passage 3]
Mathematical model

[Passage 4]
Mathematical model

[Passage 5]
Mathematical model",True,0.0,0.0,0.0,0,0.40922952,0.4217826,0.41541126,0.00602214178070426,True,0.0013399820309132338,True
315,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?,mathematics,an algorithm,"[Passage 1]
Turing machine

[Passage 2]
Turing machine

[Passage 3]
Turing machine

[Passage 4]
Turing machine

[Passage 5]
Turing machine",True,0.0,0.0,0.0,0,0.62469083,0.6590638,0.6414172,0.07528699934482574,True,0.030335988849401474,True
316,What is the most commonplace model utilized in complexity theory?,unanswerable,the Turing machine,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",True,0.0,0.0,0.0,0,0.4118324,0.42355782,0.41761282,0.005538271274417639,True,0.0012006990145891905,True
317,What does a Turing machine handle on a strip of tape?,strip of tape,symbols,"[Passage 1]
Turing machine

[Passage 2]
Turing machine

[Passage 3]
Turing machine

[Passage 4]
Turing machine

[Passage 5]
Turing machine",True,0.0,0.0,0.0,0,0.58277565,0.44425833,0.50417596,0.007751196622848511,True,0.006679841782897711,True
318,What a scientific model of a general computing machine?,unanswerable,unanswerable,"[Passage 1]
Theory of computation

[Passage 2]
Theory of computation

[Passage 3]
Theory of computation

[Passage 4]
Theory of computation

[Passage 5]
Computation",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.000800316920503974,True
319,What is a scientific device that manipulates symbols contained on a strip of tape?,unanswerable,unanswerable,"[Passage 1]
Magnetic tape

[Passage 2]
Magnetic tape

[Passage 3]
Magnetic tape

[Passage 4]
Magnetic tape

[Passage 5]
Magnetic tape",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.003991185687482357,True
320,What are intended as a practical computing technology?,unanswerable,unanswerable,"[Passage 1]
Computing

[Passage 2]
Computing

[Passage 3]
Computing

[Passage 4]
Computing

[Passage 5]
Computing",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004374338313937187,True
321,What is a scientific experiment that can solve a problem by algorithms?,unanswerable,unanswerable,"[Passage 1]
Algorithm

[Passage 2]
Algorithm

[Passage 3]
Algorithm

[Passage 4]
Algorithm

[Passage 5]
Algorithm",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0005369357531890273,True
322,What is generally considered to be the most basic iteration of a Turing machine?,unanswerable,A deterministic Turing machine,"[Passage 1]
Turing completeness

[Passage 2]
Turing completeness

[Passage 3]
Turing completeness

[Passage 4]
Turing completeness

[Passage 5]
Turing completeness",True,0.0,0.0,0.0,0,0.44238177,0.45025,0.4462812,0.00018684263341128826,True,0.0019055239390581846,True
323,What fixed set of factors determine the actions of a deterministic Turing machine,unanswerable,rules,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",True,0.0,0.0,0.0,0,0.26793295,0.42449397,0.32851386,0.00032130072941072285,True,0.0015040204161778092,True
324,What is the term used to identify a deterministic Turing machine that has additional random bits?,unanswerable,A probabilistic Turing machine,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",True,0.0,0.0,0.0,0,0.4094057,0.48278886,0.44307938,0.0009239798528142273,True,0.0015040204161778092,True
325,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?,unanswerable,A non-deterministic Turing machine,"[Passage 1]
Turing machine

[Passage 2]
Turing machine

[Passage 3]
Turing machine

[Passage 4]
Turing machine

[Passage 5]
Turing machine",True,0.0,0.0,0.0,0,0.48828468,0.5220303,0.5045939,0.3551447093486786,False,0.0018864799058064818,True
326,What is the term given to algorithms that utilize random bits?,unanswerable,randomized algorithms,"[Passage 1]
Pseudorandomness

[Passage 2]
Pseudorandomness

[Passage 3]
Pseudorandomness

[Passage 4]
Pseudorandomness

[Passage 5]
Pseudorandomness",True,0.0,0.0,0.0,0,0.36015922,0.50918204,0.42189786,0.011047203093767166,True,0.0012399069964885712,True
327,What uses a flexible set of rules to determine its future actions?,unanswerable,unanswerable,"[Passage 1]
Cahn–Ingold–Prelog priority rules

[Passage 2]
Cahn–Ingold–Prelog priority rules

[Passage 3]
Cahn–Ingold–Prelog priority rules

[Passage 4]
Cahn–Ingold–Prelog priority rules

[Passage 5]
Cahn–Ingold–Prelog priority rules",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.002677332377061248,True
328,What is a deterministic Turing machine with an extra supply of random ribbons?,unanswerable,unanswerable,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0015040204161778092,True
329,What does not often help algorithms solve problems more efficiently?,unanswerable,unanswerable,"[Passage 1]
Analysis of algorithms

[Passage 2]
Analysis of algorithms

[Passage 3]
Analysis of algorithms

[Passage 4]
Analysis of algorithms

[Passage 5]
Analysis of algorithms",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0016014209249988198,True
330,Which machine allows the machine to have multiple possible past actions from a given state?,unanswerable,unanswerable,"[Passage 1]
Finite-state machine

[Passage 2]
Finite-state machine

[Passage 3]
Finite-state machine

[Passage 4]
Finite-state machine

[Passage 5]
Finite-state machine",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0018987510120496154,True
331,How is one way that one should not view non-determinism?,unanswerable,unanswerable,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0015040204161778092,True
332,Turing machines are commonly employed to define what? ,computational complexity,complexity classes,"[Passage 1]
Turing machine

[Passage 2]
Turing machine

[Passage 3]
Turing machine

[Passage 4]
Turing machine

[Passage 5]
Turing machine",True,0.5,0.0,0.5,0,0.68179786,0.72688025,0.7036177,0.005359800066798925,True,0.04573064297437668,True
333,What are two factors that directly effect how powerful a Turing machine may or may not be?,unanswerable,time or space,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",True,0.0,0.0,0.0,0,0.3262902,0.33730903,0.3317081,0.005578153766691685,True,0.0015040204161778092,True
334,"In the determination of complexity classes, what are two examples of types of Turing machines?",unanswerable,"probabilistic Turing machines, non-deterministic Turing machines","[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",True,0.0,0.0,0.0,0,0.4174866,0.38622096,0.40124562,0.892212450504303,False,0.0015040204161778092,True
335,What are many types of Turing machines not used for?,unanswerable,unanswerable,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0015040204161778092,True
336,What are three factors that directly effect how powerful a Turing machine may or may not be?,unanswerable,unanswerable,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",False,1.0,0.0,1.0,1,0.99999964,0.99999964,0.99999964,0.9859851598739624,False,0.0015040204161778092,True
337,What machines are not equally powerful in principle?,unanswerable,unanswerable,"[Passage 1]
Simple machine

[Passage 2]
Simple machine

[Passage 3]
Simple machine

[Passage 4]
Simple machine

[Passage 5]
Simple machine",False,1.0,0.0,1.0,1,0.99999964,0.99999964,0.99999964,0.9859851598739624,False,0.002638061298057437,True
338,What may not be more powerful than others when the resources of time or space of considered?,resources of time or space,unanswerable,"[Passage 1]
Power (physics)

[Passage 2]
Power (physics)

[Passage 3]
Power (physics)

[Passage 4]
Power (physics)

[Passage 5]
Power (physics)",False,0.0,0.0,0.0,0,0.2852176,0.3093048,0.29677325,0.3273938298225403,False,0.9739365577697754,False
339,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?,Non-deterministic Turing machine,random access machines,"[Passage 1]
Non-deterministic Turing machine

[Passage 2]
Non-deterministic Turing machine

[Passage 3]
Non-deterministic Turing machine

[Passage 4]
Non-deterministic Turing machine

[Passage 5]
Non-deterministic Turing machine",True,0.28571428571428575,0.0,0.28571428571428575,0,0.566735,0.63448,0.5986972,0.9351990222930908,False,0.7888545989990234,False
